16.05.2023                                    Salida dinámica de lista                                                                                         1


 Cta.mayor				*
 Sociedad				GV01


		 St	Asignación		Nº doc.	Fecha doc.	Fe.contab.	CT	 Importe en ML	ML	Texto	    ImpteML2	ML2	Lib.mayor
			DISCRUZ		113075322	21.04.2023	21.04.2023	50	-217,29	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC57/89/23	-31,22	USD	101043042
			CCAJ-SR24/90/23		113075608	21.04.2023	21.04.2023	40	        88,70	BOB		      12,74	USD	101043042
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	     1.702,88	BOB		     244,67	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     1.031,40	BOB		     148,19	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	        47,50	BOB		       6,82	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     1.000,00	BOB		     143,68	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       101,14	BOB		      14,53	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       544,00	BOB		      78,16	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	        75,20	BOB		      10,80	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     1.831,20	BOB		     263,10	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     2.459,52	BOB		     353,38	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       999,99	BOB		     143,68	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     1.270,00	BOB		     182,47	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       177,85	BOB		      25,55	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       274,60	BOB		      39,45	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       950,20	BOB		     136,52	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       394,00	BOB		      56,61	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     1.400,00	BOB		     201,15	USD	101043042
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     1.800,00	BOB		     258,62	USD	101043042
					113189523	21.04.2023	21.04.2023	40	   340.000,00	BOB	SC TRASPASO DE FONDOS	  48.850,57	USD	101043042
					113189523	21.04.2023	21.04.2023	40	   340.000,00	BOB	SC TRASPASO DE FONDOS	  48.850,57	USD	101043042
			DISALTO		113075216	21.04.2023	21.04.2023	40	   111.220,60	BOB	LP. COMPENSACION DISALTO CCAJ-EA10/163/20	  15.979,97	USD	101044012
			DISALTO		113075216	21.04.2023	21.04.2023	50	-111.220,60	BOB	LP. COMPENSACION DISALTO CCAJ-EA10/163/20	-15.979,97	USD	101044012
			DISALTO		113075217	21.04.2023	21.04.2023	40	   156.472,90	BOB	LP. COMPENSACION DISALTO CCAJ-EA10/160/20	  22.481,74	USD	101044012
			DISALTO		113075217	21.04.2023	21.04.2023	50	-156.472,90	BOB	LP. COMPENSACION DISALTO CCAJ-EA10/160/20	-22.481,74	USD	101044012
			CCAJ-EA10/160/20		113074908	21.04.2023	21.04.2023	40	   156.472,90	BOB	LP.TRASPASO DISALTO A BISA 0022 19.04	  22.481,74	USD	101044012
			DISALTO		113075218	21.04.2023	21.04.2023	40	    14.901,10	BOB	LP. COMPENSACION DISALTO CCAJ-EA10/159/20	   2.140,96	USD	101044012
			DISALTO		113075218	21.04.2023	21.04.2023	50	-14.901,10	BOB	LP. COMPENSACION DISALTO CCAJ-EA10/159/20	-2.140,96	USD	101044012
			CCAJ-EA10/159/20		113074909	21.04.2023	21.04.2023	40	    14.901,10	BOB	LP.TRASPASO DISALTO A BISA 0022 18.04	   2.140,96	USD	101044012
			DISALTO		113075220	21.04.2023	21.04.2023	50	-4,35	BOB	LP. COMPENSACION DISALTO CCAJ-EA58/88/23	-0,62	USD	101044012
			DISPAZ		113075221	21.04.2023	21.04.2023	40	    78.515,88	BOB	LP. COMPENSACION DISPAZ CCAJ-LP02/170/20	  11.281,02	USD	101044012
			DISPAZ		113075221	21.04.2023	21.04.2023	50	-78.515,88	BOB	LP. COMPENSACION DISPAZ CCAJ-LP02/170/20	-11.281,02	USD	101044012
			DISPAZ		113075222	21.04.2023	21.04.2023	40	   272.862,02	BOB	LP. COMPENSACION DISPAZ CCAJ-LP02/167/20	  39.204,31	USD	101044012
			DISPAZ		113075222	21.04.2023	21.04.2023	50	-272.862,02	BOB	LP. COMPENSACION DISPAZ CCAJ-LP02/167/20	-39.204,31	USD	101044012
			CCAJ-LP02/167/20		113074904	21.04.2023	21.04.2023	40	   272.862,02	BOB	LP.TRASPASO DISPAZ A BISA 0022 19.04	  39.204,31	USD	101044012
			DISPAZ		113075223	21.04.2023	21.04.2023	40	    66.489,70	BOB	LP. COMPENSACION DISPAZ CCAJ-LP02/166/20	   9.553,12	USD	101044012
			DISPAZ		113075223	21.04.2023	21.04.2023	50	-66.489,70	BOB	LP. COMPENSACION DISPAZ CCAJ-LP02/166/20	-9.553,12	USD	101044012
			CCAJ-LP02/166/20		113074905	21.04.2023	21.04.2023	40	    66.489,70	BOB	LP.TRASPASO DISPAZ A BISA 0022 18.04	   9.553,12	USD	101044012
			DISPAZ		113075224	21.04.2023	21.04.2023	40	     2.635,30	BOB	LP. COMPENSACION DISPAZ CCAJ-LP01/171/23	     378,64	USD	101044012
			DISPAZ		113075224	21.04.2023	21.04.2023	50	-2.635,30	BOB	LP. COMPENSACION DISPAZ CCAJ-LP01/171/23	-378,64	USD	101044012
			CCAJ-LP01/171/23		113074869	21.04.2023	21.04.2023	40	     2.635,30	BOB	LP.TRASP.CAJ.MN.AG. MURILLO A BISA 0022 19.04	     378,64	USD	101044012
			DISPAZ		113075225	21.04.2023	21.04.2023	50	-6,57	BOB	LP. COMPENSACION DISPAZ CCAJ-LP01/170/23	-0,94	USD	101044012
			CCAJ-LP01/170/23		113074868	21.04.2023	21.04.2023	40	     6.550,70	BOB	LP.TRASP.CAJ.MN.AG. MURILLO A BISA 0022 19.04	     941,19	USD	101044012
			DISPAZ		113075226	21.04.2023	21.04.2023	50	-5,00	BOB	LP. COMPENSACION DISPAZ CCAJ-LP07/88/23	-0,72	USD	101044012
			CCAJ-LP07/88/23		113074870	21.04.2023	21.04.2023	40	     7.272,20	BOB	LP.TRASP.CAJ.MN.AG. MAX PAREDES A BISA 0022 19.04	   1.044,86	USD	101044012
			DISPAZ		113075227	21.04.2023	21.04.2023	50	-27,03	BOB	LP. COMPENSACION DISPAZ CCAJ-LP08/89/23	-3,89	USD	101044012
			CCAJ-LP08/89/23		113074867	21.04.2023	21.04.2023	40	     4.122,00	BOB	LP.TRASP.CAJ.MN.AG. ACHUMANI A BISA 0022 19.04	     592,24	USD	101044012
			CCAJ-EA10/165/20		113075588	21.04.2023	21.04.2023	40	     3.153,60	BOB		     453,10	USD	101044012
			CCAJ-EA10/165/20		113075588	21.04.2023	21.04.2023	40	     3.489,36	BOB		     501,34	USD	101044012
			CCAJ-EA10/165/20		113075588	21.04.2023	21.04.2023	40	    10.232,22	BOB		   1.470,15	USD	101044012
			CCAJ-EA10/165/20		113075588	21.04.2023	21.04.2023	40	     6.550,00	BOB		     941,09	USD	101044012
			CCAJ-EA10/165/20		113075588	21.04.2023	21.04.2023	40	    22.182,00	BOB		   3.187,07	USD	101044012
			CCAJ-EA10/165/20		113075588	21.04.2023	21.04.2023	40	     1.000,00	BOB		     143,68	USD	101044012
			CCAJ-EA10/165/20		113075588	21.04.2023	21.04.2023	40	       880,00	BOB		     126,44	USD	101044012
			CCAJ-EA10/165/20		113075588	21.04.2023	21.04.2023	40	    19.961,76	BOB		   2.868,07	USD	101044012
			CCAJ-EA58/90/23		113075590	21.04.2023	21.04.2023	40	       651,03	BOB		      93,54	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	     3.763,50	BOB		     540,73	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	    14.655,00	BOB		   2.105,60	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	     3.306,98	BOB		     475,14	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       100,90	BOB		      14,50	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       276,00	BOB		      39,66	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       543,25	BOB		      78,05	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       221,94	BOB		      31,89	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       766,40	BOB		     110,11	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       253,00	BOB		      36,35	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	        40,70	BOB		       5,85	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       816,00	BOB		     117,24	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       210,00	BOB		      30,17	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       145,60	BOB		      20,92	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       395,90	BOB		      56,88	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	     3.688,40	BOB		     529,94	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	    18.479,30	BOB		   2.655,07	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       642,40	BOB		      92,30	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	    12.141,10	BOB		   1.744,41	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	     5.692,14	BOB		     817,84	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	       839,13	BOB		     120,56	USD	101044012
			CCAJ-LP02/172/20		113075585	21.04.2023	21.04.2023	40	     1.092,28	BOB		     156,94	USD	101044012
			CCAJ-LP01/174/23		113075501	21.04.2023	21.04.2023	40	       174,12	BOB		      25,02	USD	101044012
			CCAJ-LP07/90/23		113075596	21.04.2023	21.04.2023	40	       169,68	BOB		      24,38	USD	101044012
			CCAJ-LP08/91/23		113075584	21.04.2023	21.04.2023	40	     1.944,58	BOB		     279,39	USD	101044012
			COCHABAMBA		113075229	21.04.2023	21.04.2023	40	    59.768,68	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB11/93/202	   8.587,46	USD	101044022
			COCHABAMBA		113075229	21.04.2023	21.04.2023	50	-59.768,68	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB11/93/202	-8.587,46	USD	101044022
			COCHABAMBA		113075231	21.04.2023	21.04.2023	40	   441.962,71	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB11/92/202	  63.500,39	USD	101044022
			COCHABAMBA		113075231	21.04.2023	21.04.2023	50	-441.962,71	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB11/92/202	-63.500,39	USD	101044022
			CCAJ-CB11/92/202		113074914	21.04.2023	21.04.2023	40	   441.962,71	BOB	LP.TRASPASO COCHABAMBA A BISA 0031 19.04	  63.500,39	USD	101044022
			COCHABAMBA		113075234	21.04.2023	21.04.2023	40	     5.594,20	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB12/156/23	     803,76	USD	101044022
			COCHABAMBA		113075234	21.04.2023	21.04.2023	50	-5.594,20	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB12/156/23	-803,76	USD	101044022
			CCAJ-CB12/156/23		113074885	21.04.2023	21.04.2023	40	     5.594,20	BOB	LP.TRASP.CAJ.MN.AG. HONDURAS A BISA 0031 19.04	     803,76	USD	101044022
			COCHABAMBA		113075242	21.04.2023	21.04.2023	50	-7,33	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB12/155/23	-1,05	USD	101044022
			CCAJ-CB12/155/23		113074884	21.04.2023	21.04.2023	40	     3.795,00	BOB	LP.TRASP.CAJ.MN.AG. HONDURAS A BISA 0031 19.04	     545,26	USD	101044022
			COCHABAMBA		113075244	21.04.2023	21.04.2023	40	    12.796,80	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB13/88/23	   1.838,62	USD	101044022
			COCHABAMBA		113075244	21.04.2023	21.04.2023	50	-12.796,80	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB13/88/23	-1.838,62	USD	101044022
			CCAJ-CB13/88/23		113074886	21.04.2023	21.04.2023	40	    12.796,80	BOB	LP.TRASP.CAJ.MN.AG. CALAMA A BISA 0031 19.04	   1.838,62	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	     2.061,21	BOB		     296,15	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	     3.352,23	BOB		     481,64	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	     7.000,00	BOB		   1.005,75	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	     1.950,20	BOB		     280,20	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	     3.976,40	BOB		     571,32	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	     6.000,00	BOB		     862,07	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       828,65	BOB		     119,06	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       203,01	BOB		      29,17	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       927,95	BOB		     133,33	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	     4.047,36	BOB		     581,52	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       339,37	BOB		      48,76	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       701,24	BOB		     100,75	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       307,81	BOB		      44,23	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       321,44	BOB		      46,18	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       820,00	BOB		     117,82	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       705,08	BOB		     101,30	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       243,81	BOB		      35,03	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	     1.497,73	BOB		     215,19	USD	101044022
			CCAJ-CB11/94/202		113075626	21.04.2023	21.04.2023	40	       149,86	BOB		      21,53	USD	101044022
			CCAJ-CB13/90/23		113075587	21.04.2023	21.04.2023	40	       178,45	BOB		      25,64	USD	101044022
			DISCRUZ		113075256	21.04.2023	21.04.2023	40	   261.472,10	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/185/20	  37.567,83	USD	101044032
			DISCRUZ		113075256	21.04.2023	21.04.2023	50	-261.472,10	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/185/20	-37.567,83	USD	101044032
			CCAJ-SC39/185/20		113074912	21.04.2023	21.04.2023	40	   261.472,10	BOB	LP.TRASPASO DISCRUZ A BISA 0049 20.04	  37.567,83	USD	101044032
			COCHABAMBA		113075253	21.04.2023	21.04.2023	40	         0,00	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/186/20	       0,01	USD	101044032
			DISCRUZ		113075257	21.04.2023	21.04.2023	40	   181.015,00	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/184/20	  26.007,90	USD	101044032
			DISCRUZ		113075257	21.04.2023	21.04.2023	50	-181.015,00	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/184/20	-26.007,90	USD	101044032
			CCAJ-SC39/184/20		113074913	21.04.2023	21.04.2023	40	   181.015,00	BOB	LP.TRASPASO DISCRUZ A BISA 0049 19.04	  26.007,90	USD	101044032
			DISCRUZ		113075259	21.04.2023	21.04.2023	40	       655,50	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC57/88/23	      94,18	USD	101044032
			DISCRUZ		113075259	21.04.2023	21.04.2023	50	-655,50	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC57/88/23	-94,18	USD	101044032
			CCAJ-SC57/88/23		113074874	21.04.2023	21.04.2023	40	       655,50	BOB	LP.TRASP.CAJ.MN.AG. MONTERO A BISA 0049 19.04	      94,18	USD	101044032
			DISCRUZ		113075261	21.04.2023	21.04.2023	50	-0,49	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC65/88/23	-0,07	USD	101044032
			CCAJ-SC65/88/23		113074873	21.04.2023	21.04.2023	40	     1.094,50	BOB	LP.TRASP.CAJ.MN.AG. MUTUALISTA A BISA 0049 19.04	     157,26	USD	101044032
			DISCRUZ		113075265	21.04.2023	21.04.2023	50	-8,91	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC59/89/23	-1,28	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       354,34	BOB		      50,91	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     4.896,00	BOB		     703,45	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       312,00	BOB		      44,83	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     2.604,00	BOB		     374,14	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     1.745,80	BOB		     250,83	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     3.224,95	BOB		     463,35	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     4.800,00	BOB		     689,66	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	    31.586,00	BOB		   4.538,22	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     3.481,50	BOB		     500,22	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       449,88	BOB		      64,64	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     1.648,00	BOB		     236,78	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	        36,80	BOB		       5,29	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	   163.292,70	BOB		  23.461,59	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	    25.000,00	BOB		   3.591,95	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	    46.055,50	BOB		   6.617,17	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       546,51	BOB		      78,52	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	        11,60	BOB		       1,67	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     4.233,60	BOB		     608,28	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       553,71	BOB		      79,56	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       101,67	BOB		      14,61	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       914,66	BOB		     131,42	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     1.079,10	BOB		     155,04	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	     1.050,30	BOB		     150,91	USD	101044032
			CCAJ-SC39/188/20		113075627	21.04.2023	21.04.2023	40	       374,12	BOB		      53,75	USD	101044032
			CCAJ-SC59/91/23		113075589	21.04.2023	21.04.2023	40	     5.699,93	BOB		     818,96	USD	101044032
			ORURO		113075268	21.04.2023	21.04.2023	40	     7.659,60	BOB	LP. COMPENSACION ORURO CCAJ-OR51/86/23	   1.100,52	USD	101044042
			ORURO		113075268	21.04.2023	21.04.2023	50	-7.659,60	BOB	LP. COMPENSACION ORURO CCAJ-OR51/86/23	-1.100,52	USD	101044042
			CCAJ-OR51/86/23		113074892	21.04.2023	21.04.2023	40	     7.659,60	BOB	LP.TRASP.CAJ.MN.AG. ORURO 1 A BISA 0057 19.04	   1.100,52	USD	101044042
			ORURO		113075269	21.04.2023	21.04.2023	40	   115.269,04	BOB	LP. COMPENSACION ORURO CCAJ-OR52/75/202	  16.561,64	USD	101044042
			ORURO		113075269	21.04.2023	21.04.2023	50	-115.269,04	BOB	LP. COMPENSACION ORURO CCAJ-OR52/75/202	-16.561,64	USD	101044042
			CCAJ-OR52/76/202		113075469	21.04.2023	21.04.2023	40	     4.312,80	BOB		     619,66	USD	101044042
			CCAJ-OR52/76/202		113075469	21.04.2023	21.04.2023	40	    20.458,40	BOB		   2.939,43	USD	101044042
			CCAJ-OR52/76/202		113075469	21.04.2023	21.04.2023	40	       579,68	BOB		      83,29	USD	101044042
			CCAJ-OR52/76/202		113075469	21.04.2023	21.04.2023	40	       352,84	BOB		      50,70	USD	101044042
			CCAJ-OR52/76/202		113075469	21.04.2023	21.04.2023	40	    66.535,00	BOB		   9.559,63	USD	101044042
			SUCRE		113075270	21.04.2023	21.04.2023	40	     1.076,40	BOB	LP. COMPENSACION SUCRE CCAJ-SR54/88/23	     154,66	USD	101044052
			SUCRE		113075270	21.04.2023	21.04.2023	50	-1.076,40	BOB	LP. COMPENSACION SUCRE CCAJ-SR54/88/23	-154,66	USD	101044052
			CCAJ-SR54/88/23		113074887	21.04.2023	21.04.2023	40	     1.076,40	BOB	LP.TRASP.CAJ.MN.AG. SUCRE 1 A BISA 0065 19.04	     154,66	USD	101044052
			SUCRE		113075273	21.04.2023	21.04.2023	40	     2.732,40	BOB	LP. COMPENSACION SUCRE CCAJ-SR24/88/23	     392,59	USD	101044052
			SUCRE		113075273	21.04.2023	21.04.2023	50	-2.732,40	BOB	LP. COMPENSACION SUCRE CCAJ-SR24/88/23	-392,59	USD	101044052
			CCAJ-SR24/88/23		113074889	21.04.2023	21.04.2023	40	     2.732,40	BOB	LP.TRASP.CAJ.MN.AG. SUCRE 2 A BISA 0065 19.04	     392,59	USD	101044052
			SUCRE		113075274	21.04.2023	21.04.2023	40	    55.534,36	BOB	LP. COMPENSACION SUCRE CCAJ-SR27/75/202	   7.979,07	USD	101044052
			SUCRE		113075274	21.04.2023	21.04.2023	50	-55.534,36	BOB	LP. COMPENSACION SUCRE CCAJ-SR27/75/202	-7.979,07	USD	101044052
			CCAJ-SR27/76/202		113075683	21.04.2023	21.04.2023	40	     4.060,00	BOB		     583,33	USD	101044052
			CCAJ-SR27/76/202		113075683	21.04.2023	21.04.2023	40	    15.180,00	BOB		   2.181,03	USD	101044052
			CCAJ-SR27/76/202		113075683	21.04.2023	21.04.2023	40	     1.500,00	BOB		     215,52	USD	101044052
			POTOSI		113075277	21.04.2023	21.04.2023	40	     1.528,90	BOB	LP. COMPENSACION POTOSI CCAJ-PT18/88/23	     219,67	USD	101044062
			POTOSI		113075277	21.04.2023	21.04.2023	50	-1.528,90	BOB	LP. COMPENSACION POTOSI CCAJ-PT18/88/23	-219,67	USD	101044062
			CCAJ-PT18/88/23		113074890	21.04.2023	21.04.2023	40	     1.528,90	BOB	LP.TRASP.CAJ.MN.AG. POTOSI 1 A BISA 0073 19.04	     219,67	USD	101044062
			CCAJ-PT53/77/202		113075455	21.04.2023	21.04.2023	40	     6.525,38	BOB		     937,55	USD	101044062
			TARIJA		113075281	21.04.2023	21.04.2023	50	-1,64	BOB	LP. COMPENSACION TARIJA CCAJ-TA06/88/23	-0,24	USD	101044072
			TARIJA		113075282	21.04.2023	21.04.2023	40	    13.242,58	BOB	LP. COMPENSACION TARIJA CCAJ-TA43/89/202	   1.902,67	USD	101044072
			TARIJA		113075282	21.04.2023	21.04.2023	50	-13.242,58	BOB	LP. COMPENSACION TARIJA CCAJ-TA43/89/202	-1.902,67	USD	101044072
			CCAJ-TA06/90/23		113075497	21.04.2023	21.04.2023	40	       112,08	BOB		      16,10	USD	101044072
			CCAJ-TA43/90/202		113075329	21.04.2023	21.04.2023	40	     6.528,00	BOB		     937,93	USD	101044072
			CCAJ-TA43/90/202		113075329	21.04.2023	21.04.2023	40	     1.178,80	BOB		     169,37	USD	101044072
			TRINIDAD		113075284	21.04.2023	21.04.2023	40	     3.657,40	BOB	LP. COMPENSACION TRINIDAD CCAJ-TR50/88/23	     525,49	USD	101044082
			TRINIDAD		113075284	21.04.2023	21.04.2023	50	-3.657,40	BOB	LP. COMPENSACION TRINIDAD CCAJ-TR50/88/23	-525,49	USD	101044082
			CCAJ-TR50/88/23		113074893	21.04.2023	21.04.2023	40	     3.657,40	BOB	LP.TRASP.CAJ.MN.AG. TRINIDAD 1 A BISA 0090 19.04	     525,49	USD	101044082
			RIBERALTA		113075285	21.04.2023	21.04.2023	40	    14.901,10	BOB	LP. COMPENSACION RIBERALTA CCAJ-RB01/73/202	   2.140,96	USD	101044092
			RIBERALTA		113075285	21.04.2023	21.04.2023	50	-14.901,10	BOB	LP. COMPENSACION RIBERALTA CCAJ-RB01/73/202	-2.140,96	USD	101044092
			CCAJ-RB01/73/202		113074918	21.04.2023	21.04.2023	40	    14.901,10	BOB	RB.DEP. DIRECTO A BANCO CCAJ-RB01/73/202 19.04	   2.140,96	USD	101044092
			PANDO		113075286	21.04.2023	21.04.2023	40	    13.440,00	BOB	LP. COMPENSACION PANDO CCAJ-PN62/88/202	   1.931,03	USD	101044102
			PANDO		113075286	21.04.2023	21.04.2023	50	-13.440,00	BOB	LP. COMPENSACION PANDO CCAJ-PN62/88/202	-1.931,03	USD	101044102
			CCAJ-PN62/88/202		113074919	21.04.2023	21.04.2023	40	    13.440,00	BOB	PN.DEP. DIRECTO A BANCO CCAJ-PN62/88/202 19.04	   1.931,03	USD	101044102
			PANDO		113075288	21.04.2023	21.04.2023	40	     2.233,24	BOB	LP. COMPENSACION PANDO CCAJ-PN62/89/202	     320,87	USD	101044102
			PANDO		113075288	21.04.2023	21.04.2023	50	-2.233,24	BOB	LP. COMPENSACION PANDO CCAJ-PN62/89/202	-320,87	USD	101044102
			TARIJA		113073540	20.04.2023	20.04.2023	40	    23.559,90	BOB	LP. COMPENSACION TARIJA CCAJ-TA43/88/202	   3.385,04	USD	101041002
			TARIJA		113073540	20.04.2023	20.04.2023	50	-23.559,90	BOB	LP. COMPENSACION TARIJA CCAJ-TA43/88/202	-3.385,04	USD	101041002
			TARIJA		113073542	20.04.2023	20.04.2023	40	     4.658,60	BOB	LP. COMPENSACION TARIJA CCAJ-TA06/87/23	     669,34	USD	101041002
			TARIJA		113073542	20.04.2023	20.04.2023	50	-4.658,60	BOB	LP. COMPENSACION TARIJA CCAJ-TA06/87/23	-669,34	USD	101041002
			CCAJ-TA06/87/23		113073029	20.04.2023	20.04.2023	40	     4.658,60	BOB	LP.TRASP.CAJ.MN.AG. TARIJEÑITA A MCSC 1329 18.04	     669,34	USD	101041002
			COMPENSACIONES		113073619	20.04.2023	20.04.2023	40	   619.944,00	BOB	LP-COMPENSACIONES	  89.072,41	USD	101041002
